osm_id,name,group,segment,address,postal_code,city,country,lat,lng,phone,email,website
node/9507752663,Oberleitner,Fahrzeuge,KFZ-Werkstatt,,,,AT,48.2955206,14.2891335,+43 732 6624 27,,https://www.oberleitner.gmbh/
node/1587217953,Autohaus Zlatarich,Fahrzeuge,KFZ-Werkstatt,"Bahngasse 7, 7452 Frankenau-Unterpullendorf",7452,Frankenau-Unterpullendorf,AT,47.4754744,16.5366776,,,
node/12292284094,BestDrive,Fahrzeuge,KFZ-Werkstatt,,,,AT,48.2897334,14.3137715,+43 732 667281,,https://www.bestdrive.at/autowerkstatt/bestdrive-linz-zamenhofstrasse.html
node/3520239286,Auto- u. Landmaschinenwerkstatt Josef Böhm,Fahrzeuge,KFZ-Werkstatt,"Mühlbachstraße 1, 7373",7373,,AT,47.4460463,16.4147726,+43 2616 8722 0,,
node/6513688602,Blaudruckerei Koó,Montage & Allround,Montageservice & Allroundhandwerker,"Neugasse 14, 7453 Steinberg-Dörfl",7453,Steinberg-Dörfl,AT,47.478778,16.484132,,,
node/7329404806,KFZ Technik Zentrum,Fahrzeuge,KFZ-Werkstatt,"Hauptstraße 60, Markt Sankt Martin",,Markt Sankt Martin,AT,47.5603903,16.430169,+43 2618 22270,,
way/144691709,HG Kompakt Bau GmbH,Bauen & Renovieren,Bauunternehmen,"Fasangasse 2, 7350 Oberpullendorf",7350,Oberpullendorf,AT,47.4939053,16.5043511,,,
way/428513416,Fliesen Sanitär Pinter,Boden & Fliesen,Fliesenleger,"Untere Hauptstraße 8, 7453 Steinberg-Dörfl",7453,Steinberg-Dörfl,AT,47.4747586,16.4868034,,,
way/99493349,karosserie-eder,Fahrzeuge,KFZ-Werkstatt,"Pochendorf 64, 4550 Kremsmünster",4550,Kremsmünster,AT,48.0589368,14.1100838,+43 7583 50767,,https://www.karosserie-eder.at/de/kontakt/
node/965210848,Reifen Weichberger,Fahrzeuge,KFZ-Werkstatt,,,,AT,48.2577713,14.2558931,+43 732 674774,,https://www.weichberger.at/Standort/4060-Leonding
node/9695765901,Sani-Tec,Sanitär,Sanitär- / Klempner,,,,AT,48.2656379,14.2828542,+43 732 694570,,https://sani-tec.at/
node/851406614,OK Fernsehdienst,Elektrik,Techniker für Haushaltsgeräte,,,,AT,48.3031997,14.2845616,+43 732 770333,,http://www.fernsehdienst.at
node/4720901924,RSP Reifen Kaufmann GmbH,Fahrzeuge,KFZ-Werkstatt,,,,AT,48.3170459,14.3041292,+43 732 771100,,https://www.reifen-kaufmann.at
way/88976676,Abschleppdienst Kusmitsch,Fahrzeuge,KFZ-Werkstatt,,,,AT,48.293047,14.3026519,+43 732 773206,,https://www.kusmitsch.at/
node/4573218455,Raumausstatter Riegler,Bauen & Renovieren,Innenarchitekt / Raumausstatter,,,,AT,48.1798259,15.0800419,+43 7412 258951,,http://www.raumausstatter-riegler.at/
node/11094081426,Glas Ungar,Fenster & Türen,Glaser,,,,AT,48.1674344,15.0839691,+43 7412 58067,,https://www.glas-ungar.at/index.php?site=impressum
node/11094014788,Ratay,Dacharbeiten,Dachdecker,,,,AT,48.1677936,15.0853825,+43 7412 58953,,https://ratay.com/
node/11226717939,Baumschule Moser,Garten & Außenbereich,Garten- & Landschaftsbau,,,,AT,48.1347304,15.1406146,+43 7416 52173,,https://www.moser-baumschule.at/
node/10560171480,Tischlerei Josef Schildberger,Möbel & Einrichtung,Tischler & Schreiner,3254 Bergland,3254,Bergland,AT,48.1394816,15.1354955,+43 7416 55150,,http://www.tischlerei-schildberger.at/
node/13367795920,Marxrieser Strengberg,Fahrzeuge,KFZ-Werkstatt,,,,AT,48.1461561,14.6344142,+43 7432 29977,,https://reifenklinik-strengberg.marxrieser.at/
node/12652154119,Pichler,Bauen & Renovieren,Metallbau,,,,AT,48.1605457,14.5293211,+43 7435 52812-0,,https://www.pichler-gmbh.at/
way/270593593,Holzspezis,Möbel & Einrichtung,Tischler & Schreiner,"Seeberg 9, 3340 Waidhofen an der Ybbs",3340,Waidhofen an der Ybbs,AT,47.9005265,14.7854406,+43 7442 20550,,http://www.holzspezis.at/
node/10049306479,KOGLER GmbH,Heizung,Kaminbau,,,,AT,47.954011,14.7679118,+43 7442 524 67,,http://kogler-gmbh.at/kontakt/
way/140584305,Tischlerei Ostermann,Montage & Allround,Montageservice & Allroundhandwerker,2811 Wiesmath,2811,Wiesmath,AT,47.6105063,16.2901595,,,
way/140592810,Elektro Riegler,Elektrik,Elektriker,"Marktring 29, 2811 Wiesmath",2811,Wiesmath,AT,47.6156091,16.2891888,,,
way/140608419,Kral Malerei,Maler & Tapezierer,Maler & Lackierer,"Wr. Neustädterstraße 20a, 2811 Wiesmath",2811,Wiesmath,AT,47.622358,16.2875477,,,
way/141077348,Tischlerei Kleinrad,Montage & Allround,Montageservice & Allroundhandwerker,2811 Wiesmath,2811,Wiesmath,AT,47.6375598,16.2768706,,,
way/142873178,Malerei Klesch,Maler & Tapezierer,Maler & Lackierer,"Brennt 46, 2802 Hochwolkersdorf",2802,Hochwolkersdorf,AT,47.6743326,16.2865126,,,
way/623092985,"Kager Spenglerei, Dachdeckerei",Dacharbeiten,Dachdecker,"Bundesstraße 185, 2831 Scheiblingkirchen-Thernberg",2831,Scheiblingkirchen-Thernberg,AT,47.6576264,16.1295907,+43 2629 2503-0,office@spenglerei-kager.at,
node/1714539953,RADWELT Michi Knopf,Fahrzeuge,Fahrradwerkstatt,"Hauptstraße 1, 7210 Mattersburg",7210,Mattersburg,AT,47.7364178,16.3979137,+43 2626 63224,,
node/2606744940,Gartengestaltung Wolf,Garten & Außenbereich,Garten- & Landschaftsbau,"Mühlgasse 3, 7322 Lackenbach",7322,Lackenbach,AT,47.5888125,16.4614503,+432619 8682,,
node/5218113334,Metalltechnik JIPI,Bauen & Renovieren,Metallbau,"Gewerbezone 1, 7021 Baumgarten",7021,Baumgarten,AT,47.7293977,16.5161132,+43 664 372 69 60,,
way/687197194,Altstoffsammelzentrum Waidhofen/Ybbs,Abriss & Entsorgung,Entsorgung,,,,AT,47.9454109,14.8100958,+43 7442 528 75,,https://waidhofen.at/oeffnungszeiten
node/6388757146,Safetycar KFZ-Service,Fahrzeuge,KFZ-Werkstatt,"Wienerstraße 2b, 3340 Waidhofen an der Ybbs",3340,Waidhofen an der Ybbs,AT,47.9670333,14.7689734,+43 7442 90407,,https://www.safetycar-kfz.at/
node/10706879083,Spenglerei Scherer,Dacharbeiten,Spengler / Klempner,,,,AT,47.9495251,14.9021248,+43 7443 86 278,,https://www.m-scherer.at/#kontakt
node/1774439001,Lietz - Radshop Ybbsitz,Fahrzeuge,Fahrradwerkstatt,,,,AT,47.9485804,14.8960099,+43 7443 86512,,https://www.lietz.at/fahrrad/
node/8078160236,ARBÖ Prüfzentrum Mattersburg,Fahrzeuge,KFZ-Werkstatt,"Eisenstädter Straße 22, 7210 Mattersburg",7210,Mattersburg,AT,47.7424186,16.413247,+43 50 123 2106,,
way/146435527,TALOS,Möbel & Einrichtung,Tischler & Schreiner,"Wienerstraße 44, 7210 Mattersburg",7210,Mattersburg,AT,47.7448571,16.3848493,,,
way/235453744,Scheu GmbH - 1a Installateur,Sanitär,Sanitär- / Klempner,"Wirtschaftspark 2, 7311 Neckenmarkt",7311,Neckenmarkt,AT,47.590866,16.5694706,,,
way/361547340,Tischlerei Schuh,Möbel & Einrichtung,Tischler & Schreiner,"Bohnholzweg 4, 7223 Sieggraben",7223,Sieggraben,AT,47.6480756,16.3779419,,,
way/527252996,Altstoffsammelzentrum Schattendorf,Abriss & Entsorgung,Entsorgung,"Mattersburgerstraße 104, 7022 Schattendorf",7022,Schattendorf,AT,47.7126133,16.4918655,,,
way/179151379,Mario Pitzl Elektrotechnik GmbH,Elektrik,Elektriker,"Rohrung 3, 7143 Apetlon",7143,Apetlon,AT,47.7408319,16.8260383,+43 2175 3625,elektro-pitzl@aon.at,
way/266899084,KFZ-Technik Lang,Fahrzeuge,KFZ-Werkstatt,"Betriebsgebiet 3, 7072 Mörbisch am See",7072,Mörbisch am See,AT,47.7493099,16.6703977,+43 664 4877500,,
node/749830417,GVA Baden,Abriss & Entsorgung,Entsorgung,"Schafflerhofweg 1, 2561 Aigen",2561,Aigen,AT,47.8996177,16.1215017,,,
node/1098297604,Dehner,Garten & Außenbereich,Garten- & Landschaftsbau,"Wiener Straße 127, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8457774,16.2427666,,,
node/6292159425,Hubers KFZ-Klinik,Fahrzeuge,KFZ-Werkstatt,,,,AT,48.012538,14.7453209,+43 7448 200 06,,https://huberskfz-klinik.plusservice.at/
node/1559418610,MCM - Auto-Ersatzteile,Fahrzeuge,KFZ-Werkstatt,"Hauptstraße 33, 2544 Leobersdorf",2544,Leobersdorf,AT,47.9272925,16.2162327,+43 676 934427,mcm.ersatzteile@outlook.at,
node/11419950333,Wintersperger,Heizung,Heizungsinstallateur,,,,AT,48.029379,14.7717813,+43 7448 22460,,https://www.wintersperger.com/kontakt/
node/6433671394,Glaserei Huber,Fenster & Türen,Glaser,"Neunkirchner Straße 69, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8015003,16.2337702,,,
node/6437013360,"IET - Elektrische Anlagen, Verteilerbau",Elektrik,Elektriker,"Hardlgasse 14, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.7998209,16.2335693,,,
node/7448591062,GVA Baden,Abriss & Entsorgung,Entsorgung,"Enzesfelder Straße 38, 2552 Hirtenberg",2552,Hirtenberg,AT,47.929705,16.1872588,,,
node/7448591063,GVA Baden,Abriss & Entsorgung,Entsorgung,"Dr. Karl Grimm-Gasse 8, 2552 Hirtenberg",2552,Hirtenberg,AT,47.9293613,16.1860216,,,
node/7554453590,Tischlerei Josef Egerer,Möbel & Einrichtung,Tischler & Schreiner,"Ortsstraße 61, Mollram",,Mollram,AT,47.7579794,16.0908213,,,
node/10042923822,AREA Vermessung ZT GmbH,Gutachter & Sachverständige,Bausachverständiger / Gutachter,"Zehnergasse 1/6/2, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8121332,16.2325663,+43 2622 28073,,
node/4503187496,HENNIGLER Martin Moderne Raumgestaltung,Bauen & Renovieren,Innenarchitekt / Raumausstatter,,,,AT,48.0287567,14.7712313,+43 7448 2341,,https://www.hennigler.at/de/
node/12004033715,KFZ-Easy,Fahrzeuge,KFZ-Werkstatt,"Industriestraße-Nord 6a, 2601 Sollenau",2601,Sollenau,AT,47.9123427,16.2566172,,,
node/10784472531,Tischlerei Tatzreiter,Möbel & Einrichtung,Tischler & Schreiner,,,,AT,47.9995877,14.7925058,+43 7448 2485,,https://www.tischlerei-tatzreiter.at/impressum
node/12643194327,KFZ - Vitos's Söhne,Fahrzeuge,KFZ-Werkstatt,"Querstraße 19, 2601 Sollenau",2601,Sollenau,AT,47.9003564,16.2640265,,,
node/12819040409,Jürgen Höflers Elektrotechnik,Elektrik,Elektriker,"Neunkirchner Straße 83, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8010205,16.2307871,,,
node/12819040432,Paint & Design,Maler & Tapezierer,Maler & Lackierer,"Neunkirchner Straße 83, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8006362,16.2308037,,,
node/12819040450,KFZ Tafi,Fahrzeuge,KFZ-Werkstatt,"Hardlgasse 1, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8000001,16.2313497,,,
node/12819040463,Jürgen Höflers Fahrzeugaufbau,Fahrzeuge,KFZ-Werkstatt,"Neunkirchner Straße 83, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8010944,16.2307184,,,
node/12819040464,Strobl Bau - Holzbau,Möbel & Einrichtung,Tischler & Schreiner,"Hardlgasse 14, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.7997395,16.2334169,,,
node/12819040478,Walter Dettmann,Dacharbeiten,Dachdecker,"Hardlgasse 5, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8004209,16.2331129,,,
node/12819040481,Jürgen Höflers Montage,Sanitär,Sanitär- / Klempner,"Neunkirchner Straße 83, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8009911,16.2306948,,,
node/12819046813,iGB Elektrotechnik,Elektrik,Elektriker,"Peischingergasse 1, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.79988,16.2301043,,,
node/12997726656,DANI Hausbetreuung & Gebäudereinigung,Reinigung,Gebäudereiniger,"Querstraße 19, 2601 Sollenau",2601,Sollenau,AT,47.9004995,16.2638405,,,
node/13598422781,A. S. Cars,Fahrzeuge,KFZ-Werkstatt,"Stadionstraße 40, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8298636,16.2489899,,,
node/12169811336,Wütschner,Fahrzeuge,KFZ-Werkstatt,,,,AT,48.1231954,14.8888996,+43 7472 222 2000,,https://www.wuetschner.com
way/82760807,Bauhof Schönau,Abriss & Entsorgung,Entsorgung,"Sollenauerstraße 58, 2525 Schönau an der Triesting",2525,Schönau an der Triesting,AT,47.9259869,16.2512194,,,
way/90938993,A.T.U Wiener Neustadt,Fahrzeuge,KFZ-Werkstatt,"Fischauer Gasse 160, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8242724,16.213428,+43 50306240,,
way/91271893,Fastbox,Fahrzeuge,KFZ-Werkstatt,"Fischauer Gasse 217, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8229592,16.2148925,,,
way/96853682,Forstinger,Fahrzeuge,KFZ-Werkstatt,"Prof. Dr. Stephan Koren-Straße 14, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.840046,16.2469631,+43 59101 9815,,
node/10784024794,Josef Luftensteiner,Heizung,Heizungsinstallateur,,,,AT,48.1154649,14.9344529,+43 7472 617 85,,https://www.einfachheizen.at/
node/10310826757,Franz Buchrigler,Dacharbeiten,Schornsteinfeger,,,,AT,48.1193627,14.8610447,+43 7472 62743,,https://www.buchrigler.at/impressum
node/8838032011,Rauchfangkehrer Schmutz,Dacharbeiten,Schornsteinfeger,,,,AT,48.1508048,14.8943327,+43 7472 63551,,https://www.schmutzmachtsauber.at/
node/4359306346,Mister Minit,Bauen & Renovieren,Schlüsseldienst,,,,AT,48.1169685,14.8750891,+43 7472 64827,,https://www.misterminit.at/filiale/mister-minit-im-billa-plus-amstetten
way/139134561,Bauhof Sollenau,Abriss & Entsorgung,Entsorgung,"Bauhofstraße 1, 2601 Sollenau",2601,Sollenau,AT,47.8959063,16.2478279,,,
node/1021144280,Radsport Ginner,Fahrzeuge,Fahrradwerkstatt,,,,AT,48.1200647,14.8938038,+43 7472 68555,,https://www.ginnersport.com/
node/10801384424,Günther GmbH,Sanitär,Sanitär- / Klempner,"Gewerbestraße 27, 3304 St. Georgen am Ybbsfelde",3304,St. Georgen am Ybbsfelde,AT,48.1151835,14.9412521,+43 7473 312 12,,https://www.heizung-direkt.at/
way/168151864,Reifen Ritz,Fahrzeuge,KFZ-Werkstatt,"Wiener Straße 119, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8395138,16.2447065,,,
way/191260714,ABL,Fahrzeuge,KFZ-Werkstatt,"Zehnergasse 102, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8162149,16.2186295,,,
way/231306652,Bauhof Siedlung Maria Theresia,Abriss & Entsorgung,Entsorgung,"Trappengasse 17, 2601 Eggendorf",2601,Eggendorf,AT,47.8853515,16.2571931,,,
node/11693532011,Datzreiter,Heizung,Heizungsinstallateur,,,,AT,48.087171,14.9838902,+43 7473 82467,,https://www.datzreiter.com/contact-us/
way/292621745,DENZEL Kundencenter,Fahrzeuge,KFZ-Werkstatt,"Neunkirchner Straße 129, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.7960398,16.2215997,,,
way/308664390,Erich Neubauer,Fahrzeuge,KFZ-Werkstatt,"Neunkirchner Straße 97, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.7948251,16.2204001,,,
way/308825634,Pfeiffer Transporte,Umzug & Transport,Transportunternehmen,"Kranzlgasse 3, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.7988437,16.2323581,,,
way/308825939,Elektro Schwarzmann,Elektrik,Elektriker,"Hardlgasse 13, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8002697,16.2341401,,,
node/11685039317,HLR,Heizung,Heizungsinstallateur,,,,AT,48.0747811,14.8168143,+43 7475 21200,,https://www.hlr.co.at/
way/317123701,freistil Architektur GmbH,Bauen & Renovieren,Architekt,"Postgasse 9, 7202 Bad Sauerbrunn",7202,Bad Sauerbrunn,AT,47.7758089,16.3284638,,,
way/339621953,Lucky Car,Fahrzeuge,KFZ-Werkstatt,"Grazer Straße 31, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8192016,16.2487106,,,
way/339621966,IRV Hausbetreuung,Reinigung,Gebäudereiniger,"Grazer Straße 31, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.8191188,16.2489372,,,
way/348672690,Ing. Franz Jahn,Elektrik,Elektriker,"Schnotzendorfer Gasse 4, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.7994549,16.2312351,,,
way/361573043,GVA Baden,Abriss & Entsorgung,Entsorgung,"Dorfstraße 4, 2561 Neusiedl",2561,Neusiedl,AT,47.9163666,16.0923406,,,
way/388415280,4 Rad Center,Fahrzeuge,KFZ-Werkstatt,"Badenerstraße 51, 2751 Matzendorf-Hölles",2751,Matzendorf-Hölles,AT,47.8874283,16.2199282,,,
way/112571299,MW MOTORWORKSHOP GmbH,Fahrzeuge,KFZ-Werkstatt,"Bahnhofstraße 12, 3363 Hausmening",3363,Hausmening,AT,48.0748715,14.8171988,+43 7475 523 70,,https://motorworkshop.at/
way/389376892,Glaserei Gueney,Fenster & Türen,Glaser,"Hauptstraße 105, 2603 Felixdorf",2603,Felixdorf,AT,47.8748998,16.2316851,,,
way/397475007,KFZ - Wolfgang Gaherr,Fahrzeuge,KFZ-Werkstatt,"Berndorfer Straße 29, 2561 Hernstein",2561,Hernstein,AT,47.8944828,16.1019685,+43 2633 47216,,
way/404387659,Altstoff-Sammelinsel Siedlungsstraße 1,Abriss & Entsorgung,Entsorgung,"Siedlungsstraße 1, 2551 Enzesfeld-Lindabrunn",2551,Enzesfeld-Lindabrunn,AT,47.9181504,16.1883636,,,
way/435717542,AQUA Heizung-Sanitär,Sanitär,Sanitär- / Klempner,"Grazer Straße 5, 2604 Theresienfeld",2604,Theresienfeld,AT,47.8588048,16.2480499,,,
way/242251669,Altstoffsammelzentrum Amstetten Ost,Abriss & Entsorgung,Entsorgung,,,,AT,48.1212629,14.9095632,+43 7475 53340200,,https://gda.gv.at/altstoffsammelzentren/institution/asz-amstetten-ost-mit-problemstoffsammlung
way/463830913,GWT,Garten & Außenbereich,Poolbau,"Gewerbestraße 11, 2601 Sollenau",2601,Sollenau,AT,47.9057415,16.2717792,,,
way/522248693,Karosserie Panzenböck,Fahrzeuge,KFZ-Werkstatt,"Querstraße 1, 2601 Sollenau",2601,Sollenau,AT,47.8981901,16.2637572,,,
way/542824700,Der Motorflüsterer/Automax,Fahrzeuge,KFZ-Werkstatt,"Badenerstraße 54, 2751 Matzendorf-Hölles",2751,Matzendorf-Hölles,AT,47.8870663,16.2202316,,,
way/543659632,KFZ Service Beni,Fahrzeuge,KFZ-Werkstatt,"Industriestraße 7, 2601 Sollenau",2601,Sollenau,AT,47.9060532,16.2536862,,,
way/549563673,K-Autoteile,Fahrzeuge,KFZ-Werkstatt,"Hauptstraße 103, 2603 Felixdorf",2603,Felixdorf,AT,47.8752721,16.2323548,,,
way/88496770,Gärtner Starkl,Garten & Außenbereich,Garten- & Landschaftsbau,,,,AT,48.0771946,14.7609345,+43 7476 765 65,,https://www.starkl.at/view/p-28114/Aschbach-Markt/
way/622444889,Wertstoffsammelzentrum,Abriss & Entsorgung,Entsorgung,"Piestinger Straße 16a, 2561 Hernstein",2561,Hernstein,AT,47.8920711,16.1072953,,,
way/633072282,Altstoff-Sammelinsel Hauptstraße,Abriss & Entsorgung,Entsorgung,"Hauptstraße 18, 2551 Enzesfeld-Lindabrunn",2551,Enzesfeld-Lindabrunn,AT,47.9207628,16.1889677,,,
way/674693678,Glaserei Grill,Fenster & Türen,Glaser,"Grete Bialonczyk-Gasse 4, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.803893,16.2638145,,,
node/11849898447,Tischlerei Halbmayr,Möbel & Einrichtung,Tischler & Schreiner,,,,AT,48.0865491,14.77309,+43 7476 76613,,https://www.tischlerei-halbmayr.at/kontakt/impressum/
way/127193526,Fa. Weise,Dacharbeiten,Dachdecker,,,,AT,48.0739368,14.7518306,+43 7476 773 01,,https://www.weise-dach.at/
way/884324739,Altstoff-Sammelinsel Hernsteinerstraße/Waldstraße,Abriss & Entsorgung,Entsorgung,"Hernsteinerstraße 80, 2551 Enzesfeld-Lindabrunn",2551,Enzesfeld-Lindabrunn,AT,47.9116853,16.1744356,,,
way/886445366,GVA Baden,Abriss & Entsorgung,Entsorgung,"Neusiedler Straße 3, 2561 Grillenberg",2561,Grillenberg,AT,47.9260841,16.0859835,,,
node/5859136043,Klaus Stockinger Erdbau GmbH,Bauen & Renovieren,Bauunternehmen,"Gewerbepark Pölla 20, 3353 Seitenstetten",3353,Seitenstetten,AT,48.0430572,14.6327658,+43 7477 421 50,,https://www.klausstockinger.at/
way/935371168,ProWasser,Garten & Außenbereich,Poolbau,"Maria Theresien-Weg 3, 2751 Wöllersdorf-Steinabrückl",2751,Wöllersdorf-Steinabrückl,AT,47.8641765,16.20475,,,
way/935371169,Folien Expert,Fahrzeuge,KFZ-Werkstatt,"Maria Theresien-Weg 5, 2751 Wöllersdorf-Steinabrückl",2751,Wöllersdorf-Steinabrückl,AT,47.8642579,16.2042221,,,
way/948171846,Altstoff-Sammelinsel Pettingengasse,Abriss & Entsorgung,Entsorgung,"Pettingengasse 32, 2551 Enzesfeld-Lindabrunn",2551,Enzesfeld-Lindabrunn,AT,47.9143564,16.1818002,,,
way/948171847,Altstoff-Sammelinsel Siedlungsstraße/Spielplatz,Abriss & Entsorgung,Entsorgung,"Siedlungsstraße 25, 2551 Enzesfeld-Lindabrunn",2551,Enzesfeld-Lindabrunn,AT,47.9188015,16.1922243,,,
way/948171848,Altstoff-Sammelinsel Wiesengasse,Abriss & Entsorgung,Entsorgung,"Wiesengasse 6, 2551 Enzesfeld-Lindabrunn",2551,Enzesfeld-Lindabrunn,AT,47.9234587,16.1986599,,,
way/948171849,Altstoff-Sammelinsel Hangernstraße/Schulgasse,Abriss & Entsorgung,Entsorgung,"Hangernstraße 8, 2551 Enzesfeld-Lindabrunn",2551,Enzesfeld-Lindabrunn,AT,47.9197079,16.1848278,,,
way/948171850,Altstoff-Sammelinsel Spaliergasse,Abriss & Entsorgung,Entsorgung,"Spaliergasse 5, 2551 Enzesfeld-Lindabrunn",2551,Enzesfeld-Lindabrunn,AT,47.9185581,16.1820085,,,
way/948171851,Altstoff-Sammelinsel Fabrikstraße,Abriss & Entsorgung,Entsorgung,"Fabriksstraße 1, 2551 Enzesfeld-Lindabrunn",2551,Enzesfeld-Lindabrunn,AT,47.9214942,16.1874696,,,
way/948171852,Altstoff-Sammelinsel Angergasse/Hohenberggasse,Abriss & Entsorgung,Entsorgung,"Hohenberggasse 1, 2551 Enzesfeld-Lindabrunn",2551,Enzesfeld-Lindabrunn,AT,47.9112869,16.1680969,,,
way/948171856,Altstoff-Sammelinsel Büchelgasse,Abriss & Entsorgung,Entsorgung,"Büchelgasse 2, 2551 Enzesfeld-Lindabrunn",2551,Enzesfeld-Lindabrunn,AT,47.9118153,16.1897388,,,
way/1199575230,GVA Baden,Abriss & Entsorgung,Entsorgung,2561 Kleinfeld,2561,Kleinfeld,AT,47.9261198,16.1124521,,,
way/1295206730,KFZ H.Koglbauer,Fahrzeuge,KFZ-Werkstatt,"Industriestraße 24, 2601 Sollenau",2601,Sollenau,AT,47.9055252,16.2539313,,,
way/1295423255,DV Service,Heizung,Heizungsinstallateur,"Querstraße 4, 2601 Sollenau",2601,Sollenau,AT,47.8986284,16.2640114,,,
way/1371353690,Abfallbehandlungsanlage Wiener Neustadt,Abriss & Entsorgung,Entsorgung,"Raketengasse 50, 2751 Wiener Neustadt",2751,Wiener Neustadt,AT,47.854442,16.2103295,,,
way/1371353692,Wertstoffsammelzentrum Wiener Neustadt,Abriss & Entsorgung,Entsorgung,"Raketengasse 61, 2751 Wiener Neustadt",2751,Wiener Neustadt,AT,47.8561737,16.2144785,,,
way/1384556718,Tischlerei Hasslinger,Möbel & Einrichtung,Tischler & Schreiner,"Schnotzendorfer Gasse 1, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.7995796,16.2325108,,,
way/1384556741,Metallbau Benda,Bauen & Renovieren,Metallbau,"Schnotzendorfer Gasse 5, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.7983887,16.2322381,,,
way/1384963313,Eisen Schelnast - Schrott- und Metallhandel,Abriss & Entsorgung,Entsorgung,"Gymelsdorfer Gasse 54, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.7999252,16.2363179,,,
way/1391179186,Meisterbau Aichinger,Bauen & Renovieren,Architekt,"Siegfried Theiss-Straße 2, 2700 Wiener Neustadt",2700,Wiener Neustadt,AT,47.7850072,16.2320805,,,
node/2222532865,Horvath,Fahrzeuge,KFZ-Werkstatt,"Mattersburger Straße 15, 7000 Eisenstadt",7000,Eisenstadt,AT,47.8345358,16.5244899,+43 2682 63677,,
node/7245671237,Impex,Heizung,Heizungsinstallateur,"Winzerweg 1, 7000 Eisenstadt",7000,Eisenstadt,AT,47.8317814,16.5214526,,,
node/7282583526,Bauer,Fahrzeuge,KFZ-Werkstatt,"Industriestraße 21, 7000 Eisenstadt",7000,Eisenstadt,AT,47.8332092,16.5363041,,,
way/327224500,Hörmann,Bauen & Renovieren,Metallbau,,,,AT,48.0460715,14.6265507,+43 7477 421180,,https://www.hoermann-info.de/
node/5858977816,Expert Dorfmayr,Elektrik,Elektriker,"Schulgasse 11, 3353 Seitenstetten",3353,Seitenstetten,AT,48.035667,14.6514672,+43 7477 42250,,https://www.dorfmayr.at/
node/8919416267,Riedler GmbH,Fahrzeuge,KFZ-Werkstatt,,,,AT,48.0857641,14.663282,+43 7477 82 63,,https://www.riedler-karosserie.at/kontakt/
way/212403168,Reifen Ritz GmbH,Fahrzeuge,KFZ-Werkstatt,"Ruster Straße 134, 7000 Eisenstadt",7000,Eisenstadt,AT,47.8285696,16.5302745,,,
node/13206813900,A-T-K,Bauen & Renovieren,Metallbau,,,,AT,48.0658608,15.1412524,+43 7482 45910,,https://atk-metall.at/impressum/
node/6737947093,Reifen Weichberger,Fahrzeuge,KFZ-Werkstatt,"Wieselburger-Straße 2, 3281 Oberndorf an der Melk",3281,Oberndorf an der Melk,AT,48.0657241,15.2162377,+43 7483 7000,,http://www.weichberger.at/cms/oberndorf-an-der-melk
node/6737947094,Reifen Weichberger,Fahrzeuge,Fahrradwerkstatt,"Wieselburger-Straße 2, 3281 Oberndorf an der Melk",3281,Oberndorf an der Melk,AT,48.0657362,15.216184,+43 7483 7000,,http://www.weichberger.at/cms/oberndorf-an-der-melk
way/364424296,Haus Sebald,Möbel & Einrichtung,Tischler & Schreiner,"Flugplatzstraße 22, 7061 Trausdorf an der Wulka",7061,Trausdorf an der Wulka,AT,47.8117538,16.5510486,,,
way/372806089,Autoteile Bleich,Fahrzeuge,KFZ-Werkstatt,"Industriestraße 35, 7000 Eisenstadt",7000,Eisenstadt,AT,47.8334511,16.5408458,,,
